iso3,ccy,month,effective_rate,crypto_shadow_rate,Y,cpi,m2_growth,reserves_gdp,policy_rate,kaopen
CMR,XAF,2022/11/1,643.0148645,536.1032481,0.181841072,8.179224538,10.47219316,10.39954969,4.5,0.162561476
CMR,XAF,2022/12/1,619.4813482,528.0061919,0.159774582,7.322622534,11.66766882,11.55096606,4.5,0.162561476
COL,COP,2019/1/1,3161.91,2727.300472,0.147863994,3.154503551,8.192201661,14.83653817,4.25,0.417621493
COL,COP,2019/2/1,3115.15,2724.209946,0.134098847,3.017548461,7.934245378,15.22702734,4.25,0.417621493
COL,COP,2019/3/1,3125.34,2656.325368,0.16259935,3.215545521,8.604643974,15.46721398,4.25,0.417621493
COL,COP,2019/4/1,3155.22,2708.252379,0.152754676,3.251561587,9.167833925,15.55000137,4.25,0.417621493
COL,COP,2019/5/1,3310.49,2887.044549,0.136862883,3.313948282,9.503346094,15.68756033,4.25,0.417621493
COL,COP,2019/6/1,3256.02,2934.926006,0.103823349,3.430001309,8.64099691,15.8075424,4.25,0.417621493
COL,COP,2019/7/1,3208.11,2913.077665,0.09647184,3.787772465,7.102403003,15.7812576,4.25,0.417621493
COL,COP,2019/8/1,3412.65,2997.515707,0.129705268,3.751565175,7.180007691,15.95686804,4.25,0.417621493
COL,COP,2019/9/1,3399.62,3091.936419,0.094866093,3.820684268,7.773662754,15.92852655,4.25,0.417621493
COL,COP,2019/10/1,3437.73,3177.438704,0.078735936,3.861461414,6.921579259,15.98730452,4.25,0.417621493
COL,COP,2019/11/1,3411.42,3131.478798,0.085623274,3.846775327,8.614165992,16.02934227,4.25,0.417621493
COL,COP,2019/12/1,3383,3123.094703,0.079938488,3.8043,7.188804978,16.08816658,4.25,0.417621493
COL,COP,2020/1/1,3317.37,2986.828789,0.104960081,3.622320412,6.218004643,19.32328874,4.25,0.417621493
COL,COP,2020/2/1,3408.24,3093.509674,0.096889766,3.720022772,5.959256577,19.40168339,4.25,0.417621493
COL,COP,2020/3/1,3870.01,3492.817821,0.102548282,3.855487609,14.59406846,19.2745436,3.75,0.417621493
COL,COP,2020/4/1,3986.56,3490.895966,0.132770277,3.50518654,19.1675809,19.45422495,3.75,0.417621493
COL,COP,2020/5/1,3863.34,3218.677468,0.182561543,2.851971957,20.63906594,20.39018469,3.25,0.417621493
COL,COP,2020/6/1,3693,3369.903242,0.091555103,2.191786423,21.98956271,20.65954134,2.75,0.417621493
COL,COP,2020/7/1,3660.6,3262.773737,0.115049395,1.969978687,21.05982151,20.77971137,2.5,0.417621493
COL,COP,2020/8/1,3788.1,3274.110093,0.145818469,1.878044093,19.33502745,20.85883192,2.25,0.417621493
COL,COP,2020/9/1,3749.86,3273.712143,0.135793953,1.967506176,19.97279062,20.78685988,1.75,0.417621493
COL,COP,2020/10/1,3833.06,3515.709273,0.08642215,1.748197996,20.87584463,20.76533133,1.75,0.417621493
COL,COP,2020/11/1,3680.67,4009.788131,-0.085643604,1.489446574,17.55676862,20.89084369,1.75,0.417621493
COL,COP,2020/12/1,3468.5,3166.204287,0.091188739,1.61043425,19.93106947,21.54547478,1.75,0.417621493
COL,COP,2021/1/1,3494.53,3034.978263,0.140994626,1.597237211,21.46604554,18.27942999,1.75,0.417621493
COL,COP,2021/2/1,3552.43,2986.511361,0.173525939,1.56307473,22.29113432,18.264676,1.75,0.417621493
COL,COP,2021/3/1,3617,3049.159283,0.170779045,1.506528702,14.399863,18.24543559,1.75,0.417621493
COL,COP,2021/4/1,3651.85,3009.548362,0.193443867,1.947784098,10.71218006,18.2904896,1.75,0.417621493
COL,COP,2021/5/1,3741.96,3184.244477,0.16139449,3.295654072,9.873280319,18.30299241,1.75,0.417621493
COL,COP,2021/6/1,3693,3196.77369,0.144297056,3.634775252,9.914393557,18.23727922,1.75,0.417621493
COL,COP,2021/7/1,3832.24,3203.893517,0.179082694,3.970063286,11.99278736,18.222766,1.75,0.417621493
COL,COP,2021/8/1,3887.68,3609.421605,0.07426504,4.44102311,12.9796873,18.21288521,1.75,0.417621493
COL,COP,2021/9/1,3820.28,3394.660464,0.118119973,4.510116397,12.215581,18.17687557,1.75,0.417621493
COL,COP,2021/10/1,3771.68,3302.649609,0.132795467,4.583473496,12.56122532,18.19733992,2,0.417621493
COL,COP,2021/11/1,3900.51,3551.236861,0.09381136,5.258895365,16.19557033,18.11508602,2.5,0.417621493
COL,COP,2021/12/1,3967.77,3486.710606,0.129245452,5.622700899,16.61760023,18.12890861,3,0.417621493
COL,COP,2022/1/1,4000.72,3483.793447,0.138352574,6.944550669,17.08237133,16.61722371,4,0.417621493
COL,COP,2022/2/1,3938.36,3407.588553,0.144759521,8.00518667,17.16410403,16.61713305,4,0.417621493
COL,COP,2022/3/1,3805.52,3404.013357,0.11149751,8.5278822,14.89493839,16.53526002,4,0.417621493
COL,COP,2022/4/1,3796.39,3319.374853,0.134274147,9.234082911,14.33246149,16.38209442,5,0.417621493
COL,COP,2022/5/1,4027.6,3135.442814,0.250400253,9.066719101,15.13832879,16.42968102,6,0.417621493
COL,COP,2022/6/1,3922.5,3261.453013,0.1845564,9.673851992,15.74873263,16.29648199,6,0.417621493
COL,COP,2022/7/1,4394.01,3641.79078,0.187766717,10.20585438,15.54504594,16.35266753,7.5,0.417621493
COL,COP,2022/8/1,4326.77,3113.901676,0.328944807,10.83597799,16.18916469,16.248692,9,0.417621493
COL,COP,2022/9/1,4437.31,3667.980028,0.190407228,11.43986049,16.5612559,16.06045433,10,0.417621493
COL,COP,2022/10/1,4714.96,3578.508931,0.275794219,12.22173763,16.61707761,16.07716837,11,0.417621493
COL,COP,2022/11/1,4922.3,3735.866078,0.275796228,12.53147516,12.93250328,16.24627482,11,0.417621493
COL,COP,2022/12/1,4787.89,3761.910533,0.241162864,13.1224721,12.38816946,16.32706559,12,0.417621493
EUR,EUR,2019/1/1,0.875932171,1.101080445,-0.228758542,1.388341867,4.139446216,2.781068954,0,1
EUR,EUR,2019/2/1,0.880968008,1.069308321,-0.193745977,1.493417174,4.497883007,2.775276778,0,1
EUR,EUR,2019/3/1,0.884761873,1.046276899,-0.167674793,1.399280925,5.011239052,2.812825564,0,1
EUR,EUR,2019/4/1,0.889818255,1.194893152,-0.294794814,1.722802942,5.094129326,2.834006274,0,1
EUR,EUR,2019/5/1,0.894087239,1.123293399,-0.228216831,1.221506204,5.029765539,2.850550518,0,1
EUR,EUR,2019/6/1,0.885472931,1.217640793,-0.318548601,1.268133346,4.742985089,2.84793737,0,1
EUR,EUR,2019/7/1,0.891393403,1.080557286,-0.192446333,1.020702937,5.277848267,2.890532403,0,1
EUR,EUR,2019/8/1,0.898777254,1.337162777,-0.397270085,1.009518316,6.143510909,2.901013686,0,1
EUR,EUR,2019/9/1,0.908768316,1.420152558,-0.446429396,0.833173722,5.724256606,2.839998405,0,1
EUR,EUR,2019/10/1,0.904767337,1.295660525,-0.359098078,0.726022163,5.82223013,2.856710656,0,1
EUR,EUR,2019/11/1,0.904899384,1.228863775,-0.306021502,0.960614793,5.903006047,2.824192858,0,1
EUR,EUR,2019/12/1,0.89981059,1.251995631,-0.330309776,1.32628544,5.083348552,2.844059098,0,1
EUR,EUR,2020/1/1,0.900871388,1.179742653,-0.269689099,1.359619307,5.280959554,2.926744491,0,1
EUR,EUR,2020/2/1,0.917010546,1.237545956,-0.299766657,1.219748306,5.683933333,2.923249454,0,1
EUR,EUR,2020/3/1,0.903880523,1.148043428,-0.239117218,0.747484427,7.372705281,2.958838237,0,1
EUR,EUR,2020/4/1,0.920649242,1.105880348,-0.183317873,0.313986679,8.137487741,2.987354126,0,1
EUR,EUR,2020/5/1,0.917275508,1.086483766,-0.169293986,0.085518814,9.113033046,3.011328682,0,1
EUR,EUR,2020/6/1,0.888526298,1.089265165,-0.203694342,0.265629447,9.176488875,3.02449933,0,1
EUR,EUR,2020/7/1,0.872342201,1.086932211,-0.219932743,0.390811171,9.47457696,3.084584956,0,1
EUR,EUR,2020/8/1,0.845444664,1.068577289,-0.234220688,-0.171330668,8.640512045,3.105359476,0,1
EUR,EUR,2020/9/1,0.848003145,1.047442984,-0.211222875,-0.313420078,9.553015476,3.110420854,0,1
EUR,EUR,2020/10/1,0.849243787,1.046846588,-0.209191383,-0.275037936,10.0394399,3.147867922,0,1
EUR,EUR,2020/11/1,0.844744083,1.051749805,-0.219176816,-0.285442436,10.12939484,3.150339401,0,1
EUR,EUR,2020/12/1,0.821711101,1.04095625,-0.236506166,-0.265579057,11.54818752,3.189953431,0,1
EUR,EUR,2021/1/1,0.821635301,1.019114332,-0.215392604,0.910223244,11.97112301,3.009866068,0,1
EUR,EUR,2021/2/1,0.826589739,1.043243321,-0.232781229,0.937260903,11.64652671,2.796218067,0,1
EUR,EUR,2021/3/1,0.840400615,1.033007156,-0.206350696,1.331684581,9.356292645,2.762391416,0,1
EUR,EUR,2021/4/1,0.834787254,1.008708045,-0.18924872,1.621929242,8.566197445,2.793425435,0,1
EUR,EUR,2021/5/1,0.823322774,0.989290786,-0.183639993,1.984240008,7.705408508,2.815516986,0,1
EUR,EUR,2021/6/1,0.830075914,1.027195638,-0.213070527,1.901788249,7.706314701,3.003017335,0,1
EUR,EUR,2021/7/1,0.845893571,1.081125848,-0.24536468,2.164830991,8.154444841,3.012706714,0,1
EUR,EUR,2021/8/1,0.849486447,1.077613597,-0.237872256,2.955758963,8.317676502,3.975559491,0,1
EUR,EUR,2021/9/1,0.849594705,1.052954271,-0.214595666,3.363185976,7.842350538,3.951347967,0,1
EUR,EUR,2021/10/1,0.861959274,1.091594781,-0.236186984,4.051355207,7.854754794,3.990330274,0,1
EUR,EUR,2021/11/1,0.87611356,1.0386238,-0.170156129,4.866412214,7.525012447,3.971298392,0,1
EUR,EUR,2021/12/1,0.884659618,1.070595763,-0.190767602,4.964336662,7.166637637,3.971097585,0,1
EUR,EUR,2022/1/1,0.883823505,1.068586709,-0.189834833,5.10824155,6.659295955,4.044183266,0,1
EUR,EUR,2022/2/1,0.88168649,1.047609909,-0.172430032,5.874549934,6.491273196,4.065305071,0,1
EUR,EUR,2022/3/1,0.90752695,1.097928982,-0.190457678,7.443912513,6.573671741,4.010002867,0,1
EUR,EUR,2022/4/1,0.924322326,1.10307473,-0.17679592,7.438865036,6.834089238,3.92331436,0,1
EUR,EUR,2022/5/1,0.945313608,1.126813227,-0.175632042,8.052504189,6.354234119,3.943587686,0,1
EUR,EUR,2022/6/1,0.946448238,1.124316773,-0.172214536,8.644382544,6.297544365,3.901464679,0,1
EUR,EUR,2022/7/1,0.982423967,1.178253386,-0.181765486,8.866171004,5.918315477,3.919702309,0.5,1
EUR,EUR,2022/8/1,0.987319385,1.164483573,-0.165039404,9.140581589,6.102727151,3.879932844,0.5,1
EUR,EUR,2022/9/1,1.009716224,1.174649628,-0.151300589,9.927182229,6.210233618,3.837457697,1.25,1
EUR,EUR,2022/10/1,1.017742647,1.247919103,-0.203890363,10.62060141,4.772050604,3.871917455,1.25,1
EUR,EUR,2022/11/1,0.980269842,1.213341544,-0.213305557,10.05459509,4.52720073,3.964731692,2,1
EUR,EUR,2022/12/1,0.944393227,1.168023407,-0.21252557,9.196339585,3.788092996,4.043775877,2.5,1
GBR,GBP,2019/1/1,0.775757934,0.965936967,-0.21925805,1.818181818,0.868515758,5.674715686,0.75,1
GBR,GBP,2019/2/1,0.768655056,1.007993955,-0.271075144,1.811248808,1.634110658,5.48656787,0.75,1
GBR,GBP,2019/3/1,0.759293206,1.094042131,-0.365246485,1.807802093,2.637120979,5.27072164,0.75,1
GBR,GBP,2019/4/1,0.766683023,1.083579151,-0.345951423,1.990521327,3.003271167,5.395592933,0.75,1
GBR,GBP,2019/5/1,0.77873389,1.415691728,-0.597704162,1.888574127,2.26942254,5.023111571,0.75,1
GBR,GBP,2019/6/1,0.788834832,1.08288505,-0.316827141,1.888574127,2.444111453,5.143121367,0.75,1
GBR,GBP,2019/7/1,0.80191585,1.106049087,-0.321545887,1.983002833,2.713572577,5.402857113,0.75,1
GBR,GBP,2019/8/1,0.823307075,1.209423241,-0.384569617,1.690140845,3.460961691,5.347914853,0.75,1
GBR,GBP,2019/9/1,0.808987855,1.01723924,-0.229063705,1.688555347,3.754060666,5.053611804,0.75,1
GBR,GBP,2019/10/1,0.791362637,1.047360829,-0.280272466,1.499531396,3.694625957,5.612819651,0.75,1
GBR,GBP,2019/11/1,0.776243675,1.03403109,-0.286753637,1.496725912,4.587795989,5.435884541,0.75,1
GBR,GBP,2019/12/1,0.761566288,0.972875181,-0.244878574,1.307189542,3.763017491,5.551054361,0.75,1
GBR,GBP,2020/1/1,0.764982733,1.001515513,-0.269416382,1.785714286,4.826243345,5.69073444,0.75,1
GBR,GBP,2020/2/1,0.771523475,1.190122964,-0.433444813,1.685393258,4.937218116,5.593402443,0.75,1
GBR,GBP,2020/3/1,0.807687719,0.946767632,-0.158878193,1.495327103,8.237979539,5.71261313,0.1,1
GBR,GBP,2020/4/1,0.805842357,0.962988305,-0.17815313,0.92936803,9.615709345,5.79604243,0.1,1
GBR,GBP,2020/5/1,0.81276816,0.961904329,-0.168469093,0.648748842,11.9326183,5.824759718,0.1,1
GBR,GBP,2020/6/1,0.798597373,0.971989302,-0.196487894,0.834105653,13.14215967,5.758596809,0.1,1
GBR,GBP,2020/7/1,0.788439228,0.952007554,-0.188517639,1.111111111,13.63187125,5.863332391,0.1,1
GBR,GBP,2020/8/1,0.762139937,0.973557049,-0.244826242,0.461680517,12.22978215,5.822275832,0.1,1
GBR,GBP,2020/9/1,0.771840183,0.929254944,-0.185605618,0.73800738,12.46179864,5.575317453,0.1,1
GBR,GBP,2020/10/1,0.771025593,0.977276419,-0.23704797,0.831024931,11.82247682,5.677758738,0.1,1
GBR,GBP,2020/11/1,0.757491189,0.963538785,-0.240600836,0.552995392,11.64644154,5.969831575,0.1,1
GBR,GBP,2020/12/1,0.747656975,0.960608936,-0.250623108,0.829493088,12.17407663,5.97280585,0.1,1
GBR,GBP,2021/1/1,0.732970963,0.940066213,-0.248844225,0.923361034,12.15870094,4.929566218,0.1,1
GBR,GBP,2021/2/1,0.721763839,0.92153956,-0.244347713,0.73664825,12.53463516,4.894173066,0.1,1
GBR,GBP,2021/3/1,0.721653528,0.952577238,-0.277626048,1.012891344,9.704902322,4.905108131,0.1,1
GBR,GBP,2021/4/1,0.722503578,0.957793786,-0.281910128,1.657458564,8.11273052,4.911299444,0.1,1
GBR,GBP,2021/5/1,0.710267909,0.953897605,-0.294914098,2.209944751,6.338509663,4.844086461,0.1,1
GBR,GBP,2021/6/1,0.712746829,0.964089187,-0.302057529,2.389705882,5.865715405,4.768640407,0.1,1
GBR,GBP,2021/7/1,0.724358173,1.003862934,-0.326324787,2.014652015,5.015471414,4.81472669,0.1,1
GBR,GBP,2021/8/1,0.724518928,0.996715558,-0.318957545,3.033088235,6.078460742,5.536164887,0.1,1
GBR,GBP,2021/9/1,0.728575099,0.966435578,-0.282523934,2.93040293,5.872600983,5.59396879,0.1,1
GBR,GBP,2021/10/1,0.729977626,0.946748284,-0.26001937,3.846153846,6.986186656,5.558177126,0.1,1
GBR,GBP,2021/11/1,0.742018662,0.955614691,-0.252980395,4.582951421,7.042103926,5.567872019,0.1,1
GBR,GBP,2021/12/1,0.753424202,0.961426306,-0.243789499,4.844606947,6.452015773,5.598587216,0.25,1
GBR,GBP,2022/1/1,0.738166511,0.94929834,-0.251553698,4.849039341,5.508830549,5.387934955,0.25,1
GBR,GBP,2022/2/1,0.738849689,0.941337348,-0.242207072,5.484460695,5.81394246,5.408983316,0.5,1
GBR,GBP,2022/3/1,0.758965695,0.95774492,-0.232624901,6.198723792,5.191904067,5.477584637,0.75,1
GBR,GBP,2022/4/1,0.772777097,0.945880797,-0.202125908,7.789855072,4.704572372,5.177892215,0.75,1
GBR,GBP,2022/5/1,0.803845597,1.008698078,-0.227008539,7.837837838,4.879003051,5.108766033,1,1
GBR,GBP,2022/6/1,0.812837702,1.04469444,-0.250948258,8.168761221,3.870326943,5.022409514,1.25,1
GBR,GBP,2022/7/1,0.834452891,1.030905842,-0.211416863,8.797127469,4.151748449,4.942032693,1.25,1
GBR,GBP,2022/8/1,0.833210245,1.062703166,-0.243285092,8.652988403,3.896437354,4.915755981,1.75,1
GBR,GBP,2022/9/1,0.883466369,1.14844564,-0.262311464,8.807829181,5.324417658,4.58079723,2.25,1
GBR,GBP,2022/10/1,0.885357297,1.138816503,-0.251753558,9.611992945,4.671967486,4.731674723,2.25,1
GBR,GBP,2022/11/1,0.854509138,1.07243451,-0.22715939,9.377738826,2.154757435,4.982021905,3,1
GBR,GBP,2022/12/1,0.81918236,1.032038946,-0.230984962,9.241499564,1.354846949,5.065901516,3.5,1
GHA,GHS,2019/1/1,4.8947,4.177885529,0.158347723,5.879457622,19.73167961,7.951160689,16,0
GHA,GHS,2019/2/1,5.0162,4.718114664,0.061263391,6.09361196,22.70186941,7.664853757,16,0
GHA,GHS,2019/3/1,5.1797,4.517900802,0.136699678,6.529017632,21.39949205,12.84794665,16,0
GHA,GHS,2019/4/1,5.0865,4.478028017,0.127407197,6.455862227,18.60597462,11.90490087,16,0
GHA,GHS,2019/5/1,5.1083,4.139183898,0.210368025,7.018106375,18.34535606,11.29015448,16,0
GHA,GHS,2019/6/1,5.2402,4.316095192,0.194008563,7.502123546,21.27101591,10.75373569,16,0
GHA,GHS,2019/7/1,5.256,4.037790595,0.263672621,7.490365018,14.41841665,10.29641247,16,0
GHA,GHS,2019/8/1,5.2701,4.016811718,0.271560855,7.695136025,11.1971256,10.42275374,16,0
GHA,GHS,2019/9/1,5.3067,3.955328897,0.293906416,7.543889711,15.65440068,9.965243465,16,0
GHA,GHS,2019/10/1,5.3235,4.309779124,0.211244326,7.616369645,15.82335782,10.08973267,16,0
GHA,GHS,2019/11/1,5.3888,3.823540303,0.343145951,8.032251484,18.01003764,9.668812632,16,0
GHA,GHS,2019/12/1,5.5377,3.723624003,0.396881864,7.759145672,21.35458953,10.43882103,16,0
GHA,GHS,2020/1/1,5.5274,3.806538238,0.372997365,7.726796646,16.98961309,10.10498987,16,0
GHA,GHS,2020/2/1,5.3194,3.740526313,0.352134188,7.703993371,14.38824181,11.1679264,16,0
GHA,GHS,2020/3/1,5.3566,4.040754059,0.281898123,7.721306382,13.58306492,12.32214158,14.5,0
GHA,GHS,2020/4/1,5.5153,3.977980155,0.326751857,10.51993864,16.21764107,13.17209013,14.5,0
GHA,GHS,2020/5/1,5.6109,3.911463453,0.360799546,11.20398666,20.39015117,12.47402812,14.5,0
GHA,GHS,2020/6/1,5.6427,4.198609406,0.295609298,11.10170743,20.17201891,11.576728,14.5,0
GHA,GHS,2020/7/1,5.6724,4.163428021,0.30927353,11.33464711,23.84850954,11.05761045,14.5,0
GHA,GHS,2020/8/1,5.6815,4.411705891,0.252953844,10.44649312,24.68452501,10.51497828,14.5,0
GHA,GHS,2020/9/1,5.6865,4.407603215,0.254763892,10.3040519,26.90948883,10.59470415,14.5,0
GHA,GHS,2020/10/1,5.7029,4.443589031,0.249512427,10.13934514,30.11085691,10.79331752,14.5,0
GHA,GHS,2020/11/1,5.712,4.427978865,0.254625983,9.753874202,29.35961827,10.17070402,14.5,0
GHA,GHS,2020/12/1,5.7209,4.30852046,0.283531571,10.47318896,28.36115161,10.50264604,14.5,0
GHA,GHS,2021/1/1,5.7608,4.229957311,0.308884453,9.938857515,37.81827194,9.531617783,14.5,0
GHA,GHS,2021/2/1,5.7575,4.134610746,0.331110165,10.28596815,38.82076271,9.398120277,14.5,0
GHA,GHS,2021/3/1,5.7275,4.121196412,0.329135623,10.33105286,38.19884981,8.838721874,14.5,0
GHA,GHS,2021/4/1,5.7308,4.164948989,0.319151109,8.523163067,35.97924888,12.15858394,14.5,0
GHA,GHS,2021/5/1,5.7333,4.238923296,0.301981984,7.522708761,31.92194591,12.75184532,13.5,0
GHA,GHS,2021/6/1,5.7524,4.419581794,0.263572084,7.812260325,30.83327023,12.35510121,13.5,0
GHA,GHS,2021/7/1,5.7848,4.453466323,0.261551046,8.962655602,30.40797236,11.93412218,13.5,0
GHA,GHS,2021/8/1,5.8264,4.684364077,0.218169144,9.677944574,29.41210762,14.1067389,13.5,0
GHA,GHS,2021/9/1,5.8592,4.703927956,0.219615181,10.57950275,23.72811997,13.10019536,13.5,0
GHA,GHS,2021/10/1,5.8818,4.651459305,0.234681838,11.03532332,23.53667409,13.17099403,13.5,0
GHA,GHS,2021/11/1,5.907,4.865180028,0.194034369,12.2923588,21.86383033,12.43967431,14.5,0
GHA,GHS,2021/12/1,5.9469,4.848527198,0.204195087,12.62296579,21.30345322,11.82869532,14.5,0
GHA,GHS,2022/1/1,6.014,4.866626707,0.211689055,13.89568052,16.22355389,12.83922541,14.5,0
GHA,GHS,2022/2/1,6.3076,5.087832213,0.214903407,15.73624595,16.93018942,12.5436395,14.5,0
GHA,GHS,2022/3/1,7.0465,5.824119228,0.190523257,19.35834638,18.45976848,11.57549916,17,0
GHA,GHS,2022/4/1,7.1123,5.784279048,0.206681951,23.63338721,19.06220128,10.77807566,17,0
GHA,GHS,2022/5/1,7.126,5.993520023,0.173071178,27.61621071,17.58861714,9.883064208,19,0
GHA,GHS,2022/6/1,7.1908,6.180453569,0.151410769,29.81654927,18.37991958,9.279590518,19,0
GHA,GHS,2022/7/1,7.3908,6.209927755,0.174086721,31.75932978,21.18104111,8.753198834,19,0
GHA,GHS,2022/8/1,8.0588,7.183948069,0.11491556,33.91568553,22.65914862,7.780938503,22,0
GHA,GHS,2022/9/1,8.7472,8.129673245,0.073212918,35.71773585,26.66822524,6.973919673,22,0
GHA,GHS,2022/10/1,11.1671,9.656898796,0.145299394,38.54925894,42.36516153,7.176412346,24.5,0
GHA,GHS,2022/11/1,13.073,10.96993298,0.17539087,48.332573,45.79050803,6.432392891,27,0
GHA,GHS,2022/12/1,10.0347,9.020525373,0.106546509,52.14056623,32.02709978,6.353152589,27,0
IND,INR,2019/1/1,70.73286957,68.52623818,0.03169367,1.972242513,10.03123548,13.33071057,6.5,0.162561476
IND,INR,2019/2/1,71.22176842,65.33081022,0.086334757,2.565982405,10.43108315,13.38633908,6.25,0.162561476
IND,INR,2019/3/1,69.47864737,65.63810785,0.056863034,2.857142857,12.81845743,13.7631137,6.25,0.162561476
IND,INR,2019/4/1,69.42740556,67.03503686,0.035066262,2.99051787,10.51424514,13.9736683,6,0.162561476
IND,INR,2019/5/1,69.77312273,69.05983098,0.01027563,3.047895501,10.10051288,14.08198489,6,0.162561476
IND,INR,2019/6/1,69.43886316,71.0100689,-0.022374984,3.176895307,10.14773343,14.31569725,5.75,0.162561476
IND,INR,2019/7/1,68.80830435,63.83387006,0.075040512,3.147353362,10.12062226,14.23733539,5.75,0.162561476
IND,INR,2019/8/1,71.145695,67.64761455,0.050417724,3.276353276,10.09649506,14.15600001,5.4,0.162561476
IND,INR,2019/9/1,71.33366316,68.03911236,0.047285628,3.994293866,10.03941931,14.36914907,5.4,0.162561476
IND,INR,2019/10/1,71.03944737,63.64504251,0.109913884,4.694167852,10.00701322,14.75893061,5.15,0.162561476
IND,INR,2019/11/1,71.451695,63.49704255,0.118028296,5.539772727,10.13505616,14.98280465,5.15,0.162561476
IND,INR,2019/12/1,71.19260476,67.44208873,0.054119662,7.351891506,11.09936669,15.24818273,5.15,0.162561476
IND,INR,2020/1/1,71.31378261,66.20314157,0.074361696,7.593123209,10.21505828,16.54849367,5.15,0.162561476
IND,INR,2020/2/1,71.48851667,63.80575971,0.113693367,6.576125804,9.573042579,16.88702423,5.15,0.162561476
IND,INR,2020/3/1,74.3507,68.07965641,0.08811465,5.84045584,8.872511572,16.73092358,4.4,0.162561476
IND,INR,2020/4/1,76.23648824,65.0658186,0.158440845,7.223796034,10.39515285,16.7900129,4.4,0.162561476
IND,INR,2020/5/1,75.65987778,62.92006922,0.184382826,6.267605634,11.59944557,17.23323522,4,0.162561476
IND,INR,2020/6/1,75.72683636,66.88676899,0.124131432,6.228131561,11.89568646,17.64936181,4,0.162561476
IND,INR,2020/7/1,74.9933913,68.89868962,0.084762834,6.726768377,13.21901304,18.589786,4,0.162561476
IND,INR,2020/8/1,74.67192381,68.20480316,0.090589179,6.689655172,12.68567397,18.89089809,4,0.162561476
IND,INR,2020/9/1,73.48174091,65.67747769,0.112280891,7.270233196,13.35280506,19.01140495,4,0.162561476
IND,INR,2020/10/1,73.45811,64.97685689,0.122684153,7.608695652,12.06881922,19.58873084,4,0.162561476
IND,INR,2020/11/1,74.21978947,67.82772815,0.090059738,6.931359354,12.18040156,20.18509841,4,0.162561476
IND,INR,2020/12/1,73.59364545,67.64050661,0.084351669,4.587765957,11.6968609,20.52774763,4,0.162561476
IND,INR,2021/1/1,73.109395,66.58300411,0.09350753,4.061251664,13.12678785,17.49467598,4,0.162561476
IND,INR,2021/2/1,72.75646316,64.11836997,0.126386837,5.030181087,13.40094024,17.34614467,4,0.162561476
IND,INR,2021/3/1,72.7928,64.26883291,0.124542249,5.518169583,11.74539418,17.15306665,4,0.162561476
IND,INR,2021/4/1,74.47221176,66.17690839,0.118094473,4.227212682,11.05161603,17.45153304,4,0.162561476
IND,INR,2021/5/1,73.26774211,70.50651908,0.038415257,6.295559973,10.33062532,17.70570709,4,0.162561476
IND,INR,2021/6/1,73.55825909,65.2281274,0.120186955,6.258234519,10.6706357,18.17055059,4,0.162561476
IND,INR,2021/7/1,74.52696667,68.76298558,0.080495429,5.588044185,9.905497022,18.39666029,4,0.162561476
IND,INR,2021/8/1,74.18459,68.15797566,0.084728264,5.300581771,9.665194346,19.04277351,4,0.162561476
IND,INR,2021/9/1,73.56340952,68.83862989,0.066382681,4.347826087,9.343613064,18.88241079,4,0.162561476
IND,INR,2021/10/1,74.91528421,68.31723713,0.092195823,4.482323232,9.663065719,19.01551605,4,0.162561476
IND,INR,2021/11/1,74.49651053,70.48704756,0.055323315,4.90874764,9.525341791,18.92492718,4,0.162561476
IND,INR,2021/12/1,75.37252174,69.48157053,0.08138123,5.594405594,11.40196945,18.76557087,4,0.162561476
IND,INR,2022/1/1,74.4416,67.21993129,0.102045125,6.014075496,8.399587298,17.66291933,4,0.162561476
IND,INR,2022/2/1,75.00312632,68.15967245,0.09567672,6.066411239,8.725441398,17.65208698,4,0.162561476
IND,INR,2022/3/1,76.24447143,70.20519999,0.082522525,6.951530612,9.143122933,16.88135943,4,0.162561476
IND,INR,2022/4/1,76.16783333,70.28251006,0.080416261,7.794676806,9.491278309,16.57590524,4,0.162561476
IND,INR,2022/5/1,77.319275,70.53914756,0.091775437,7.044887781,8.781900087,16.80241303,4.4,0.162561476
IND,INR,2022/6/1,78.07457727,71.64306331,0.085968153,7.005579665,7.798665554,16.40037168,4.9,0.162561476
IND,INR,2022/7/1,79.60155238,72.97334213,0.086939397,6.707692308,7.946411241,15.97947743,4.9,0.162561476
IND,INR,2022/8/1,79.55504737,76.75786369,0.035793362,6.998158379,8.83360421,15.56569338,5.4,0.162561476
IND,INR,2022/9/1,80.23155455,77.00151938,0.041091732,7.414215686,8.924870987,14.79896637,5.9,0.162561476
IND,INR,2022/10/1,82.34011667,80.1085252,0.027476153,6.767371601,9.326788815,14.84005186,5.9,0.162561476
IND,INR,2022/11/1,81.81051905,79.37884031,0.030173992,5.878824235,10.02705355,15.34228929,5.9,0.162561476
IND,INR,2022/12/1,82.46421364,80.45204243,0.024703164,5.779650813,6.805410549,15.58286642,6.25,0.162561476
KEN,KES,2019/1/1,101.5844444,102.6219127,-0.010161067,4.6978889,10.27851072,8.194141689,9,0.701224625
KEN,KES,2019/2/1,100.2336944,91.49927497,0.091173355,4.136643325,10.13107868,8.525021114,9,0.701224625
KEN,KES,2019/3/1,100.3616672,87.08232562,0.141926391,4.289935588,12.20543129,8.419702655,9,0.701224625
